step_id,memory,thought,action,task,feedback,location,description,inventory,score,reward,is_done,error
27,"- Current location is the kitchen.
- Inventory: carrot, raw purple potato, cookbook, raw pork chop, red onion.
- Orange and yellow bell peppers are on the floor.
- Fridge contains a block of cheese.
- Counter has raw red potato, raw yellow potato, red apple, banana.
- Recipe requires red hot pepper, purple potato, pork chop, white onion, and carrot.
- No red hot pepper or white onion found on floor or counter.",I should check the cookbook for the exact ingredients and recipe details.,examine cookbook,,"You open the copy of ""Cooking: A Modern Approach (3rd Ed.)"" and start reading:

Recipe #1
---------
Gather all following ingredients and follow the directions to prepare this tasty meal.

Ingredients:
red hot pepper
  purple potato
  pork chop
  white onion
  carrot

Directions:
slice the red hot pepper
  grill the red hot pepper
  slice the purple potato
  roast the purple potato
  slice the pork chop
  fry the pork chop
  dice the white onion
  roast the white onion
  chop the carrot
  fry the carrot
  prepare meal",Kitchen,"You find yourself in a kitchen. A typical kind of place.

You make out an opened fridge. The fridge contains a block of cheese. You see an oven. You can make out a table. What a coincidence, weren't you just thinking about a table? The table is massive. On the table you can make out a knife. You can see a counter. Make a note of this, you might have to put stuff on or in it later on. The counter is vast. On the counter you make out a raw red potato, a raw yellow potato, a red apple and a banana. You make out a stove. The stove appears to be empty. This always happens, here in TextWorld!

There is a closed plain door leading north. There is a closed patio door leading west. There is an exit to the east. You need an exit without a door? You should try going south.

There is an orange bell pepper and a yellow bell pepper on the floor.","You are carrying: a carrot, a raw purple potato, a cookbook, a raw pork chop and a red onion.",2 of 16,0.125,False,
28,"- Current location is the kitchen.
- Inventory: carrot, raw purple potato, cookbook, raw pork chop, red onion.
- Orange and yellow bell peppers are on the floor.
- Fridge contains a block of cheese.
- Recipe requires: red hot pepper, purple potato, pork chop, white onion, carrot.
- Directions: slice and grill red hot pepper, slice and roast purple potato, slice and fry pork chop, dice and roast white onion, chop and fry carrot, then prepare meal.
- No red hot pepper or white onion found yet.","I should try to find a red hot pepper and white onion, possibly by examining or taking the bell peppers on the floor.",examine orange bell pepper,,That's a orange bell pepper!,Kitchen,"You find yourself in a kitchen. A typical kind of place.

You make out an opened fridge. The fridge contains a block of cheese. You see an oven. You can make out a table. What a coincidence, weren't you just thinking about a table? The table is massive. On the table you can make out a knife. You can see a counter. Make a note of this, you might have to put stuff on or in it later on. The counter is vast. On the counter you make out a raw red potato, a raw yellow potato, a red apple and a banana. You make out a stove. The stove appears to be empty. This always happens, here in TextWorld!

There is a closed plain door leading north. There is a closed patio door leading west. There is an exit to the east. You need an exit without a door? You should try going south.

There is an orange bell pepper and a yellow bell pepper on the floor.","You are carrying: a carrot, a raw purple potato, a cookbook, a raw pork chop and a red onion.",2 of 16,0.125,False,
29,"- Current location is the kitchen.
- Inventory: carrot, raw purple potato, cookbook, raw pork chop, red onion.
- Orange and yellow bell peppers are on the floor.
- Fridge contains a block of cheese.
- Recipe requires red hot pepper, purple potato, pork chop, white onion, carrot.
- Directions: slice and grill red hot pepper, slice and roast purple potato, slice and fry pork chop, dice and roast white onion, chop and fry carrot, then prepare meal.
- Orange bell pepper is not the red hot pepper.",I should examine the yellow bell pepper to see if it is the red hot pepper.,examine yellow bell pepper,,The yellow bell pepper looks heavenly.,Kitchen,"You find yourself in a kitchen. A typical kind of place.

You make out an opened fridge. The fridge contains a block of cheese. You see an oven. You can make out a table. What a coincidence, weren't you just thinking about a table? The table is massive. On the table you can make out a knife. You can see a counter. Make a note of this, you might have to put stuff on or in it later on. The counter is vast. On the counter you make out a raw red potato, a raw yellow potato, a red apple and a banana. You make out a stove. The stove appears to be empty. This always happens, here in TextWorld!

There is a closed plain door leading north. There is a closed patio door leading west. There is an exit to the east. You need an exit without a door? You should try going south.

There is an orange bell pepper and a yellow bell pepper on the floor.","You are carrying: a carrot, a raw purple potato, a cookbook, a raw pork chop and a red onion.",2 of 16,0.125,False,
30,"- Current location is the kitchen.
- Inventory: carrot, raw purple potato, cookbook, raw pork chop, red onion.
- Orange and yellow bell peppers are on the floor.
- Fridge contains a block of cheese.
- Recipe requires red hot pepper, purple potato, pork chop, white onion, carrot.
- Directions: slice and grill red hot pepper, slice and roast purple potato, slice and fry pork chop, dice and roast white onion, chop and fry carrot, then prepare meal.
- Orange and yellow bell peppers are not the red hot pepper.",I should take the orange bell pepper and yellow bell pepper to check if either can be used as the red hot pepper.,take orange bell pepper from floor,,You're carrying too many things already.,Kitchen,"You find yourself in a kitchen. A typical kind of place.

You make out an opened fridge. The fridge contains a block of cheese. You see an oven. You can make out a table. What a coincidence, weren't you just thinking about a table? The table is massive. On the table you can make out a knife. You can see a counter. Make a note of this, you might have to put stuff on or in it later on. The counter is vast. On the counter you make out a raw red potato, a raw yellow potato, a red apple and a banana. You make out a stove. The stove appears to be empty. This always happens, here in TextWorld!

There is a closed plain door leading north. There is a closed patio door leading west. There is an exit to the east. You need an exit without a door? You should try going south.

There is an orange bell pepper and a yellow bell pepper on the floor.","You are carrying: a carrot, a raw purple potato, a cookbook, a raw pork chop and a red onion.",2 of 16,0.125,False,
31,"- Current location is the kitchen.
- Inventory: carrot, raw purple potato, cookbook, raw pork chop, red onion.
- Orange and yellow bell peppers are on the floor.
- Fridge contains a block of cheese.
- Recipe requires red hot pepper, purple potato, pork chop, white onion, carrot.
- Directions: slice and grill red hot pepper, slice and roast purple potato, slice and fry pork chop, dice and roast white onion, chop and fry carrot, then prepare meal.
- Orange and yellow bell peppers are not the red hot pepper.
- Inventory is full; cannot carry more items.","I should drop an item I don't need to free inventory space, then take the orange bell pepper.",drop raw purple potato,,You drop the purple potato on the ground.,Kitchen,"You find yourself in a kitchen. A typical kind of place.

You make out an opened fridge. The fridge contains a block of cheese. You see an oven. You can make out a table. What a coincidence, weren't you just thinking about a table? The table is massive. On the table you can make out a knife. You can see a counter. Make a note of this, you might have to put stuff on or in it later on. The counter is vast. On the counter you make out a raw red potato, a raw yellow potato, a red apple and a banana. You make out a stove. The stove appears to be empty. This always happens, here in TextWorld!

There is a closed plain door leading north. There is a closed patio door leading west. There is an exit to the east. You need an exit without a door? You should try going south.

There is a raw purple potato, an orange bell pepper and a yellow bell pepper on the floor.","You are carrying: a carrot, a cookbook, a raw pork chop and a red onion.",2 of 16,0.125,False,
32,"- Current location is the kitchen.
- Inventory: carrot, cookbook, raw pork chop, red onion.
- On the floor: raw purple potato, orange bell pepper, yellow bell pepper.
- Fridge contains a block of cheese.
- Recipe requires red hot pepper, purple potato, pork chop, white onion, carrot.
- Directions: slice and grill red hot pepper, slice and roast purple potato, slice and fry pork chop, dice and roast white onion, chop and fry carrot, then prepare meal.
- Orange and yellow bell peppers are not the red hot pepper.",I should take the orange bell pepper from the floor now that I have inventory space.,take orange bell pepper from floor,,You pick up the orange bell pepper from the ground.,Kitchen,"You find yourself in a kitchen. A typical kind of place.

You make out an opened fridge. The fridge contains a block of cheese. You see an oven. You can make out a table. What a coincidence, weren't you just thinking about a table? The table is massive. On the table you can make out a knife. You can see a counter. Make a note of this, you might have to put stuff on or in it later on. The counter is vast. On the counter you make out a raw red potato, a raw yellow potato, a red apple and a banana. You make out a stove. The stove appears to be empty. This always happens, here in TextWorld!

There is a closed plain door leading north. There is a closed patio door leading west. There is an exit to the east. You need an exit without a door? You should try going south.

There is a raw purple potato and a yellow bell pepper on the floor.","You are carrying: an orange bell pepper, a carrot, a cookbook, a raw pork chop and a red onion.",2 of 16,0.125,False,
33,"- Current location is the kitchen.
- Inventory: orange bell pepper, carrot, cookbook, raw pork chop, red onion.
- On the floor: raw purple potato, yellow bell pepper.
- Fridge contains a block of cheese.
- Recipe requires red hot pepper, purple potato, pork chop, white onion, carrot.
- Directions: slice and grill red hot pepper, slice and roast purple potato, slice and fry pork chop, dice and roast white onion, chop and fry carrot, then prepare meal.
- Orange bell pepper is not the red hot pepper.",I should drop the orange bell pepper to free inventory space and take the yellow bell pepper.,drop orange bell pepper,,You drop the orange bell pepper on the ground.,Kitchen,"You find yourself in a kitchen. A typical kind of place.

You make out an opened fridge. The fridge contains a block of cheese. You see an oven. You can make out a table. What a coincidence, weren't you just thinking about a table? The table is massive. On the table you can make out a knife. You can see a counter. Make a note of this, you might have to put stuff on or in it later on. The counter is vast. On the counter you make out a raw red potato, a raw yellow potato, a red apple and a banana. You make out a stove. The stove appears to be empty. This always happens, here in TextWorld!

There is a closed plain door leading north. There is a closed patio door leading west. There is an exit to the east. You need an exit without a door? You should try going south.

There is an orange bell pepper, a raw purple potato and a yellow bell pepper on the floor.","You are carrying: a carrot, a cookbook, a raw pork chop and a red onion.",2 of 16,0.125,False,
34,"- Current location is the kitchen.
- Inventory: carrot, cookbook, raw pork chop, red onion.
- On the floor: orange bell pepper, raw purple potato, yellow bell pepper.
- Fridge contains a block of cheese.
- Recipe requires red hot pepper, purple potato, pork chop, white onion, carrot.
- Directions: slice and grill red hot pepper, slice and roast purple potato, slice and fry pork chop, dice and roast white onion, chop and fry carrot, then prepare meal.
- Orange and yellow bell peppers are not the red hot pepper.",I should take the yellow bell pepper from the floor now.,take yellow bell pepper from floor,,You pick up the yellow bell pepper from the ground.,Kitchen,"You find yourself in a kitchen. A typical kind of place.

You make out an opened fridge. The fridge contains a block of cheese. You see an oven. You can make out a table. What a coincidence, weren't you just thinking about a table? The table is massive. On the table you can make out a knife. You can see a counter. Make a note of this, you might have to put stuff on or in it later on. The counter is vast. On the counter you make out a raw red potato, a raw yellow potato, a red apple and a banana. You make out a stove. The stove appears to be empty. This always happens, here in TextWorld!

There is a closed plain door leading north. There is a closed patio door leading west. There is an exit to the east. You need an exit without a door? You should try going south.

There is an orange bell pepper and a raw purple potato on the floor.","You are carrying: a yellow bell pepper, a carrot, a cookbook, a raw pork chop and a red onion.",2 of 16,0.125,False,
35,"- Current location is the kitchen.
- Inventory: yellow bell pepper, carrot, cookbook, raw pork chop, red onion.
- On the floor: orange bell pepper, raw purple potato.
- Fridge contains a block of cheese.
- Recipe requires red hot pepper, purple potato, pork chop, white onion, carrot.
- Directions: slice and grill red hot pepper, slice and roast purple potato, slice and fry pork chop, dice and roast white onion, chop and fry carrot, then prepare meal.
- Yellow bell pepper is not the red hot pepper.",I should drop the yellow bell pepper to free inventory space and take the raw purple potato.,drop yellow bell pepper,,You drop the yellow bell pepper on the ground.,Kitchen,"You find yourself in a kitchen. A typical kind of place.

You make out an opened fridge. The fridge contains a block of cheese. You see an oven. You can make out a table. What a coincidence, weren't you just thinking about a table? The table is massive. On the table you can make out a knife. You can see a counter. Make a note of this, you might have to put stuff on or in it later on. The counter is vast. On the counter you make out a raw red potato, a raw yellow potato, a red apple and a banana. You make out a stove. The stove appears to be empty. This always happens, here in TextWorld!

There is a closed plain door leading north. There is a closed patio door leading west. There is an exit to the east. You need an exit without a door? You should try going south.

There is a yellow bell pepper, an orange bell pepper and a raw purple potato on the floor.","You are carrying: a carrot, a cookbook, a raw pork chop and a red onion.",2 of 16,0.125,False,
36,"- Current location is the kitchen.
- Inventory: carrot, cookbook, raw pork chop, red onion.
- On the floor: yellow bell pepper, orange bell pepper, raw purple potato.
- Fridge contains a block of cheese.
- Recipe requires red hot pepper, purple potato, pork chop, white onion, carrot.
- Directions: slice and grill red hot pepper, slice and roast purple potato, slice and fry pork chop, dice and roast white onion, chop and fry carrot, then prepare meal.
- Bell peppers are not the red hot pepper.",I should take the raw purple potato from the floor now.,take raw purple potato from floor,,You pick up the purple potato from the ground.,Kitchen,"You find yourself in a kitchen. A typical kind of place.

You make out an opened fridge. The fridge contains a block of cheese. You see an oven. You can make out a table. What a coincidence, weren't you just thinking about a table? The table is massive. On the table you can make out a knife. You can see a counter. Make a note of this, you might have to put stuff on or in it later on. The counter is vast. On the counter you make out a raw red potato, a raw yellow potato, a red apple and a banana. You make out a stove. The stove appears to be empty. This always happens, here in TextWorld!

There is a closed plain door leading north. There is a closed patio door leading west. There is an exit to the east. You need an exit without a door? You should try going south.

There is a yellow bell pepper and an orange bell pepper on the floor.","You are carrying: a raw purple potato, a carrot, a cookbook, a raw pork chop and a red onion.",2 of 16,0.125,False,
37,"- Current location is the kitchen.
- Inventory: raw purple potato, carrot, cookbook, raw pork chop, red onion.
- On the floor: yellow bell pepper, orange bell pepper.
- Fridge contains a block of cheese.
- Recipe requires red hot pepper, purple potato, pork chop, white onion, carrot.
- Directions: slice and grill red hot pepper, slice and roast purple potato, slice and fry pork chop, dice and roast white onion, chop and fry carrot, then prepare meal.
- Bell peppers are not the red hot pepper.",I should slice the raw purple potato with the knife on the table.,take knife from table,,You're carrying too many things already.,Kitchen,"You find yourself in a kitchen. A typical kind of place.

You make out an opened fridge. The fridge contains a block of cheese. You see an oven. You can make out a table. What a coincidence, weren't you just thinking about a table? The table is massive. On the table you can make out a knife. You can see a counter. Make a note of this, you might have to put stuff on or in it later on. The counter is vast. On the counter you make out a raw red potato, a raw yellow potato, a red apple and a banana. You make out a stove. The stove appears to be empty. This always happens, here in TextWorld!

There is a closed plain door leading north. There is a closed patio door leading west. There is an exit to the east. You need an exit without a door? You should try going south.

There is a yellow bell pepper and an orange bell pepper on the floor.","You are carrying: a raw purple potato, a carrot, a cookbook, a raw pork chop and a red onion.",2 of 16,0.125,False,
38,"- Current location is the kitchen.
- Inventory: raw purple potato, carrot, cookbook, raw pork chop, red onion.
- On the floor: yellow bell pepper, orange bell pepper.
- Fridge contains a block of cheese.
- Recipe requires red hot pepper, purple potato, pork chop, white onion, carrot.
- Directions: slice and grill red hot pepper, slice and roast purple potato, slice and fry pork chop, dice and roast white onion, chop and fry carrot, then prepare meal.
- Bell peppers are not the red hot pepper.
- Too many items carried to pick up knife.",I should put down one item to free space to take the knife.,drop cookbook,,You drop the cookbook on the ground.,Kitchen,"You find yourself in a kitchen. A typical kind of place.

You make out an opened fridge. The fridge contains a block of cheese. You see an oven. You can make out a table. What a coincidence, weren't you just thinking about a table? The table is massive. On the table you can make out a knife. You can see a counter. Make a note of this, you might have to put stuff on or in it later on. The counter is vast. On the counter you make out a raw red potato, a raw yellow potato, a red apple and a banana. You make out a stove. The stove appears to be empty. This always happens, here in TextWorld!

There is a closed plain door leading north. There is a closed patio door leading west. There is an exit to the east. You need an exit without a door? You should try going south.

There is a cookbook, a yellow bell pepper and an orange bell pepper on the floor.","You are carrying: a raw purple potato, a carrot, a raw pork chop and a red onion.",2 of 16,0.125,False,
39,"- Current location is the kitchen.
- Inventory: raw purple potato, carrot, raw pork chop, red onion.
- On the floor: cookbook, yellow bell pepper, orange bell pepper.
- Fridge contains a block of cheese.
- Recipe requires red hot pepper, purple potato, pork chop, white onion, carrot.
- Directions: slice and grill red hot pepper, slice and roast purple potato, slice and fry pork chop, dice and roast white onion, chop and fry carrot, then prepare meal.
- Bell peppers are not the red hot pepper.
- Knife is on the table.",I should take the knife from the table now.,take knife from table,,You take the knife from the table.,Kitchen,"You find yourself in a kitchen. A typical kind of place.

You make out an opened fridge. The fridge contains a block of cheese. You see an oven. You can make out a table. What a coincidence, weren't you just thinking about a table? The table is massive. The table appears to be empty. You can see a counter. Make a note of this, you might have to put stuff on or in it later on. The counter is vast. On the counter you make out a raw red potato, a raw yellow potato, a red apple and a banana. You make out a stove. The stove appears to be empty. This always happens, here in TextWorld!

There is a closed plain door leading north. There is a closed patio door leading west. There is an exit to the east. You need an exit without a door? You should try going south.

There is a cookbook, a yellow bell pepper and an orange bell pepper on the floor.","You are carrying: a knife, a raw purple potato, a carrot, a raw pork chop and a red onion.",2 of 16,0.125,False,
40,"- Current location is the kitchen.
- Inventory: knife, raw purple potato, carrot, raw pork chop, red onion.
- On the floor: cookbook, yellow bell pepper, orange bell pepper.
- Fridge contains a block of cheese.
- Recipe requires red hot pepper, purple potato, pork chop, white onion, carrot.
- Directions: slice and grill red hot pepper, slice and roast purple potato, slice and fry pork chop, dice and roast white onion, chop and fry carrot, then prepare meal.
- Bell peppers are not the red hot pepper.",I should slice the raw purple potato with the knife.,slice raw purple potato with knife,,"You slice the purple potato.



Your score has just gone up by one point.",Kitchen,"You find yourself in a kitchen. A typical kind of place.

You make out an opened fridge. The fridge contains a block of cheese. You see an oven. You can make out a table. What a coincidence, weren't you just thinking about a table? The table is massive. The table appears to be empty. You can see a counter. Make a note of this, you might have to put stuff on or in it later on. The counter is vast. On the counter you make out a raw red potato, a raw yellow potato, a red apple and a banana. You make out a stove. The stove appears to be empty. This always happens, here in TextWorld!

There is a closed plain door leading north. There is a closed patio door leading west. There is an exit to the east. You need an exit without a door? You should try going south.

There is a cookbook, a yellow bell pepper and an orange bell pepper on the floor.","You are carrying: a knife, a sliced raw purple potato, a carrot, a raw pork chop and a red onion.",3 of 16,0.1875,False,
41,"- Current location is the kitchen.
- Inventory: knife, sliced raw purple potato, carrot, raw pork chop, red onion.
- On the floor: cookbook, yellow bell pepper, orange bell pepper.
- Fridge contains a block of cheese.
- Recipe requires red hot pepper, purple potato, pork chop, white onion, carrot.
- Directions: slice and grill red hot pepper, slice and roast purple potato, slice and fry pork chop, dice and roast white onion, chop and fry carrot, then prepare meal.
- Bell peppers are not the red hot pepper.",I should slice the red onion with the knife to dice it for roasting.,slice red onion with knife,,You slice the red onion.,Kitchen,"You find yourself in a kitchen. A typical kind of place.

You make out an opened fridge. The fridge contains a block of cheese. You see an oven. You can make out a table. What a coincidence, weren't you just thinking about a table? The table is massive. The table appears to be empty. You can see a counter. Make a note of this, you might have to put stuff on or in it later on. The counter is vast. On the counter you make out a raw red potato, a raw yellow potato, a red apple and a banana. You make out a stove. The stove appears to be empty. This always happens, here in TextWorld!

There is a closed plain door leading north. There is a closed patio door leading west. There is an exit to the east. You need an exit without a door? You should try going south.

There is a cookbook, a yellow bell pepper and an orange bell pepper on the floor.","You are carrying: a knife, a sliced raw purple potato, a carrot, a raw pork chop and a sliced red onion.",3 of 16,0.1875,False,
42,"- Current location is the kitchen.
- Inventory: knife, sliced raw purple potato, carrot, raw pork chop, sliced red onion.
- On the floor: cookbook, yellow bell pepper, orange bell pepper.
- Fridge contains a block of cheese.
- Recipe requires red hot pepper, purple potato, pork chop, white onion, carrot.
- Directions: slice and grill red hot pepper, slice and roast purple potato, slice and fry pork chop, dice and roast white onion, chop and fry carrot, then prepare meal.
- Bell peppers are not the red hot pepper.",I should chop the carrot with the knife to fry it.,chop carrot with knife,,"You chop the carrot.



Your score has just gone up by one point.",Kitchen,"You find yourself in a kitchen. A typical kind of place.

You make out an opened fridge. The fridge contains a block of cheese. You see an oven. You can make out a table. What a coincidence, weren't you just thinking about a table? The table is massive. The table appears to be empty. You can see a counter. Make a note of this, you might have to put stuff on or in it later on. The counter is vast. On the counter you make out a raw red potato, a raw yellow potato, a red apple and a banana. You make out a stove. The stove appears to be empty. This always happens, here in TextWorld!

There is a closed plain door leading north. There is a closed patio door leading west. There is an exit to the east. You need an exit without a door? You should try going south.

There is a cookbook, a yellow bell pepper and an orange bell pepper on the floor.","You are carrying: a knife, a sliced raw purple potato, a chopped carrot, a raw pork chop and a sliced red onion.",4 of 16,0.25,False,
43,"- Current location is the kitchen.
- Inventory: knife, sliced raw purple potato, chopped carrot, raw pork chop, sliced red onion.
- On the floor: cookbook, yellow bell pepper, orange bell pepper.
- Fridge contains a block of cheese.
- Recipe requires red hot pepper, purple potato, pork chop, white onion, carrot.
- Directions: slice and grill red hot pepper, slice and roast purple potato, slice and fry pork chop, dice and roast white onion, chop and fry carrot, then prepare meal.
- Bell peppers are not the red hot pepper.",I should slice the raw pork chop with the knife to fry it.,slice raw pork chop with knife,,"You slice the pork chop.



Your score has just gone up by one point.",Kitchen,"You find yourself in a kitchen. A typical kind of place.

You make out an opened fridge. The fridge contains a block of cheese. You see an oven. You can make out a table. What a coincidence, weren't you just thinking about a table? The table is massive. The table appears to be empty. You can see a counter. Make a note of this, you might have to put stuff on or in it later on. The counter is vast. On the counter you make out a raw red potato, a raw yellow potato, a red apple and a banana. You make out a stove. The stove appears to be empty. This always happens, here in TextWorld!

There is a closed plain door leading north. There is a closed patio door leading west. There is an exit to the east. You need an exit without a door? You should try going south.

There is a cookbook, a yellow bell pepper and an orange bell pepper on the floor.","You are carrying: a knife, a sliced raw purple potato, a chopped carrot, a sliced raw pork chop and a sliced red onion.",5 of 16,0.3125,False,
44,"- Current location is the kitchen.
- Inventory: knife, sliced raw purple potato, chopped carrot, sliced raw pork chop, sliced red onion.
- On the floor: cookbook, yellow bell pepper, orange bell pepper.
- Fridge contains a block of cheese.
- Recipe requires red hot pepper, purple potato, pork chop, white onion, carrot.
- Directions: slice and grill red hot pepper, slice and roast purple potato, slice and fry pork chop, dice and roast white onion, chop and fry carrot, then prepare meal.
- Bell peppers are not the red hot pepper.",I should put the sliced raw purple potato into the oven to roast it.,put sliced raw purple potato into oven,,The oven is closed.,Kitchen,"You find yourself in a kitchen. A typical kind of place.

You make out an opened fridge. The fridge contains a block of cheese. You see an oven. You can make out a table. What a coincidence, weren't you just thinking about a table? The table is massive. The table appears to be empty. You can see a counter. Make a note of this, you might have to put stuff on or in it later on. The counter is vast. On the counter you make out a raw red potato, a raw yellow potato, a red apple and a banana. You make out a stove. The stove appears to be empty. This always happens, here in TextWorld!

There is a closed plain door leading north. There is a closed patio door leading west. There is an exit to the east. You need an exit without a door? You should try going south.

There is a cookbook, a yellow bell pepper and an orange bell pepper on the floor.","You are carrying: a knife, a sliced raw purple potato, a chopped carrot, a sliced raw pork chop and a sliced red onion.",5 of 16,0.3125,False,
45,"- Current location is the kitchen.
- Inventory: knife, sliced raw purple potato, chopped carrot, sliced raw pork chop, sliced red onion.
- On the floor: cookbook, yellow bell pepper, orange bell pepper.
- Fridge contains a block of cheese.
- Oven is closed.
- Recipe requires red hot pepper, purple potato, pork chop, white onion, carrot.
- Directions: slice and grill red hot pepper, slice and roast purple potato, slice and fry pork chop, dice and roast white onion, chop and fry carrot, then prepare meal.
- Bell peppers are not the red hot pepper.",I need to open the oven before putting the sliced raw purple potato inside.,open oven,,You open the oven.,Kitchen,"You find yourself in a kitchen. A typical kind of place.

You make out an opened fridge. The fridge contains a block of cheese. You see an oven. The oven is empty! This is the worst thing that could possibly happen, ever! You can make out a table. What a coincidence, weren't you just thinking about a table? The table is massive. The table appears to be empty. You can see a counter. Make a note of this, you might have to put stuff on or in it later on. The counter is vast. On the counter you make out a raw red potato, a raw yellow potato, a red apple and a banana. You make out a stove. The stove appears to be empty. This always happens, here in TextWorld!

There is a closed plain door leading north. There is a closed patio door leading west. There is an exit to the east. You need an exit without a door? You should try going south.

There is a cookbook, a yellow bell pepper and an orange bell pepper on the floor.","You are carrying: a knife, a sliced raw purple potato, a chopped carrot, a sliced raw pork chop and a sliced red onion.",5 of 16,0.3125,False,
46,"- Current location is the kitchen.
- Inventory: knife, sliced raw purple potato, chopped carrot, sliced raw pork chop, sliced red onion.
- On the floor: cookbook, yellow bell pepper, orange bell pepper.
- Fridge contains a block of cheese.
- Oven is open and empty.
- Recipe requires red hot pepper, purple potato, pork chop, white onion, carrot.
- Directions: slice and grill red hot pepper, slice and roast purple potato, slice and fry pork chop, dice and roast white onion, chop and fry carrot, then prepare meal.
- Bell peppers are not the red hot pepper.",I should put the sliced raw purple potato into the oven to roast it.,put sliced raw purple potato into oven,,You put the purple potato into the oven.,Kitchen,"You find yourself in a kitchen. A typical kind of place.

You make out an opened fridge. The fridge contains a block of cheese. You see an oven. The oven contains a sliced raw purple potato. You can make out a table. What a coincidence, weren't you just thinking about a table? The table is massive. The table appears to be empty. You can see a counter. Make a note of this, you might have to put stuff on or in it later on. The counter is vast. On the counter you make out a raw red potato, a raw yellow potato, a red apple and a banana. You make out a stove. The stove appears to be empty. This always happens, here in TextWorld!

There is a closed plain door leading north. There is a closed patio door leading west. There is an exit to the east. You need an exit without a door? You should try going south.

There is a cookbook, a yellow bell pepper and an orange bell pepper on the floor.","You are carrying: a knife, a chopped carrot, a sliced raw pork chop and a sliced red onion.",5 of 16,0.3125,False,
47,"- Current location is the kitchen.
- Inventory: knife, chopped carrot, sliced raw pork chop, sliced red onion.
- Oven contains sliced raw purple potato.
- On the floor: cookbook, yellow bell pepper, orange bell pepper.
- Fridge contains a block of cheese.
- Recipe requires red hot pepper, purple potato, pork chop, white onion, carrot.
- Directions: slice and grill red hot pepper, slice and roast purple potato, slice and fry pork chop, dice and roast white onion, chop and fry carrot, then prepare meal.
- Bell peppers are not the red hot pepper.",I should put the sliced raw pork chop on the stove to fry it.,put sliced raw pork chop on stove,,You put the pork chop on the stove.,Kitchen,"You find yourself in a kitchen. A typical kind of place.

You make out an opened fridge. The fridge contains a block of cheese. You see an oven. The oven contains a sliced raw purple potato. You can make out a table. What a coincidence, weren't you just thinking about a table? The table is massive. The table appears to be empty. You can see a counter. Make a note of this, you might have to put stuff on or in it later on. The counter is vast. On the counter you make out a raw red potato, a raw yellow potato, a red apple and a banana. You make out a stove. On the stove you make out a sliced raw pork chop.

There is a closed plain door leading north. There is a closed patio door leading west. There is an exit to the east. You need an exit without a door? You should try going south.

There is a cookbook, a yellow bell pepper and an orange bell pepper on the floor.","You are carrying: a knife, a chopped carrot and a sliced red onion.",5 of 16,0.3125,False,
48,"- Current location is the kitchen.
- Inventory: knife, chopped carrot, sliced red onion.
- Oven contains sliced raw purple potato.
- Stove contains sliced raw pork chop.
- On the floor: cookbook, yellow bell pepper, orange bell pepper.
- Fridge contains a block of cheese.
- Recipe requires red hot pepper, purple potato, pork chop, white onion, carrot.
- Directions: slice and grill red hot pepper, slice and roast purple potato, slice and fry pork chop, dice and roast white onion, chop and fry carrot, then prepare meal.
- Bell peppers are not the red hot pepper.",I should dice the sliced red onion to roast it.,dice sliced red onion with knife,,The red onion is already sliced.,Kitchen,"You find yourself in a kitchen. A typical kind of place.

You make out an opened fridge. The fridge contains a block of cheese. You see an oven. The oven contains a sliced raw purple potato. You can make out a table. What a coincidence, weren't you just thinking about a table? The table is massive. The table appears to be empty. You can see a counter. Make a note of this, you might have to put stuff on or in it later on. The counter is vast. On the counter you make out a raw red potato, a raw yellow potato, a red apple and a banana. You make out a stove. On the stove you make out a sliced raw pork chop.

There is a closed plain door leading north. There is a closed patio door leading west. There is an exit to the east. You need an exit without a door? You should try going south.

There is a cookbook, a yellow bell pepper and an orange bell pepper on the floor.","You are carrying: a knife, a chopped carrot and a sliced red onion.",5 of 16,0.3125,False,
49,"- Current location is the kitchen.
- Inventory: knife, chopped carrot, sliced red onion.
- Oven contains sliced raw purple potato.
- Stove contains sliced raw pork chop.
- On the floor: cookbook, yellow bell pepper, orange bell pepper.
- Fridge contains a block of cheese.
- Recipe requires red hot pepper, purple potato, pork chop, white onion, carrot.
- Directions: slice and grill red hot pepper, slice and roast purple potato, slice and fry pork chop, dice and roast white onion, chop and fry carrot, then prepare meal.
- Bell peppers are not the red hot pepper.
- Red onion is already sliced.",I should put the sliced red onion into the oven to roast it.,put sliced red onion into oven,,You put the red onion into the oven.,Kitchen,"You find yourself in a kitchen. A typical kind of place.

You make out an opened fridge. The fridge contains a block of cheese. You see an oven. The oven contains a sliced red onion and a sliced raw purple potato. You can make out a table. What a coincidence, weren't you just thinking about a table? The table is massive. The table appears to be empty. You can see a counter. Make a note of this, you might have to put stuff on or in it later on. The counter is vast. On the counter you make out a raw red potato, a raw yellow potato, a red apple and a banana. You make out a stove. On the stove you make out a sliced raw pork chop.

There is a closed plain door leading north. There is a closed patio door leading west. There is an exit to the east. You need an exit without a door? You should try going south.

There is a cookbook, a yellow bell pepper and an orange bell pepper on the floor.",You are carrying: a knife and a chopped carrot.,5 of 16,0.3125,False,
