agent_name,model_name,eval_name,chunk_size,task_id,type,task,correct_answer,agent_answer,reward,steps,input_tokens,output_tokens,total_tokens,input_cost,output_cost,total_cost,start_time,end_time,total_time,reward_per_step,reward_per_token,error,episode_id,episode,question,stop_time
react-c14,gpt-4.1-mini,simple-qa-100,14,0,Geography,,Soreng,"""Soreng""",1.0,5,11446,381,11827,0.0091568,0.0012192000000000001,0.010376,1758656482.7614157,,12.58636212348938,0.2,8.45522955948254e-05,,75,Answer the following question:,"What is the name of the district with the Regional Transport Office (RTO) code SK-06 in Sikkim, India?",1758656495.3477778
react-c14,gpt-4.1-mini,simple-qa-100,14,0,Geography,,88 kilometers,"""88 kilometers""",1.0,3,4240,154,4394,0.003392,0.0004928,0.0038848,1758656496.3623755,,6.450827360153198,0.3333333333333333,0.0002275830678197542,,76,Answer the following question:,How far (in km) is Karbala from Baghdad?,1758656502.8132029
react-c14,gpt-4.1-mini,simple-qa-100,14,0,Geography,,"December 21, 1956","""La Victoria, Boyacá, Colombia was founded as a municipality in the year 1956.""",0.0,7,46762,481,47243,0.0374096,0.0015392000000000001,0.0389488,1758656503.8220747,,17.137091159820557,0.0,0.0,,77,Answer the following question:,"In which day, month, and year was the municipality of La Victoria, Boyacá, Colombia, founded?",1758656520.9591658
react-c14,gpt-4.1-mini,simple-qa-100,14,0,Music,,Four.,"""4""",1.0,6,42338,412,42750,0.0338704,0.0013184,0.0351888,1758656521.9699512,,14.981327772140503,0.16666666666666666,2.3391812865497078e-05,,78,Answer the following question:,How many inductees did the American Classical Music Hall of Fame have in 2007?,1758656536.951279
react-c14,gpt-4.1-mini,simple-qa-100,14,0,History,,Kate Stoneman,"""Kate Stoneman""",1.0,3,5873,156,6029,0.0046984,0.0004992,0.0051976,1758656537.9676354,,7.104672908782959,0.3333333333333333,0.0001658649859014762,,79,Answer the following question:,What was the first and last name of the first woman lawyer admitted in New York state?,1758656545.0723083
react-c14,gpt-4.1-mini,simple-qa-100,14,0,Art,,2009,"""2019""",0.0,4,11471,415,11886,0.0091768,0.0013280000000000002,0.010504800000000002,1758656546.0881608,,11.836621761322021,0.0,0.0,,80,Answer the following question:,What year did Jun Takahashi hold his first men's-only runway show?,1758656557.9247825
react-c14,gpt-4.1-mini,simple-qa-100,14,0,Geography,, boko boko,"""Bokoboko""",1.0,3,4281,217,4498,0.0034248000000000004,0.0006944,0.0041192,1758656558.9439876,,8.421189546585083,0.3333333333333333,0.00022232103156958648,,81,Answer the following question:,"What is Harees, a famous dish of Armenia and the Arabian Peninsula, called in Zanzibar?",1758656567.3651772
react-c14,gpt-4.1-mini,simple-qa-100,14,0,Geography,,430 mi,"""430 miles""",1.0,4,18472,233,18705,0.0147776,0.0007456,0.015523200000000001,1758656568.373615,,10.437400341033936,0.25,5.346164127238706e-05,,82,Answer the following question:,What is the maximum length of the Aegean Sea in miles?,1758656578.8110154
react-c14,gpt-4.1-mini,simple-qa-100,14,0,History,,Ida Adamoff,"""Ida Adamoff""",1.0,3,3083,158,3241,0.0024664,0.0005056,0.0029720000000000002,1758656579.8248265,,6.9718639850616455,0.3333333333333333,0.000308546744831842,,83,Answer the following question:,To whom was Claude Bourdet married?,1758656586.7966905
react-c14,gpt-4.1-mini,simple-qa-100,14,0,Other,,Dr. Michael A. Pikos,"""The name and surname of the first recipient of the Carl E. Misch Advanced Dental Implant Studies Education Award in 2017 is not available in the accessible sources.""",0.0,14,102194,1190,103384,0.0817552,0.0038080000000000006,0.0855632,1758656587.8088458,,51.81023335456848,0.0,0.0,,84,Answer the following question:,What is the name and surname of the person who was the first recipient of the Carl E. Misch Advanced Dental Implant Studies Education Award in 2017?,1758656639.619079
react-c14,gpt-4.1-mini,simple-qa-100,14,0,Science and technology,,PSLV-C52,"""PSLV-C52""",1.0,3,1847,279,2126,0.0014776,0.0008928,0.0023704,1758656640.6402166,,10.873085021972656,0.3333333333333333,0.00047036688617121356,,85,Answer the following question:,"Give the abbreviated name of the launch vehicle along with its mission or flight number used for carrying the EOS-04 satellite, launched from the Satish Dhawan Space Centre in India in 2022.",1758656651.5133016
react-c14,gpt-4.1-mini,simple-qa-100,14,0,Politics,,"26 Mar, 2006","""26 March 2006""",1.0,4,13021,245,13266,0.0104168,0.000784,0.0112008,1758656652.5249152,,11.020642042160034,0.25,7.538067239559776e-05,,86,Answer the following question:,"On what day, month, and year did Anil Biswas (an Indian communist politician) die?",1758656663.5455573
react-c14,gpt-4.1-mini,simple-qa-100,14,0,Other,,	16 September 2013,"""Hindu Tamil Thisai was founded on 16 September 2013.""",1.0,3,6330,159,6489,0.005064,0.0005088,0.0055728,1758656664.5623572,,8.93164587020874,0.3333333333333333,0.0001541069502234551,,87,Answer the following question:,"On which day, month, and year was the Tamil daily newspaper Hindu Tamil Thisai founded?",1758656673.494003
react-c14,gpt-4.1-mini,simple-qa-100,14,0,History,,3,"""The council of Paris, Ontario, granted only one liquor license in 1850 despite seven tavern keepers applying, due to backlash from over 100 abolitionist villagers.""",0.0,6,7024,597,7621,0.0056192,0.0019104,0.007529600000000001,1758656674.5069368,,18.11971092224121,0.0,0.0,,88,Answer the following question:,"How many licenses to sell liquor did the council of Paris, Ontario, grant in 1850 when seven tavern keepers applied but were met with backlash from over 100 abolitionist villagers?",1758656692.6266477
react-c14,gpt-4.1-mini,simple-qa-100,14,0,Other,,American Heart Association No-Fad Diet: A Personal Plan for Healthy Weight Loss,"""American Heart Association No-Fad Diet""",1.0,5,26819,347,27166,0.0214552,0.0011103999999999999,0.0225656,1758656693.6494572,,12.085440397262573,0.2,3.681071928145476e-05,,89,Answer the following question:,What was the title of the American Heart Association's first weight-loss book?,1758656705.7348976
react-c14,gpt-4.1-mini,simple-qa-100,14,0,Sports,,"Bolzano, Italy","""Bolzano, Italy""",1.0,3,5679,149,5828,0.0045432,0.0004768,0.00502,1758656706.8537035,,9.664292812347412,0.3333333333333333,0.00017158544955387783,,90,Answer the following question:,What is the name of the place of birth of Hannes Fink?,1758656716.5179963
react-c14,gpt-4.1-mini,simple-qa-100,14,0,Science and technology,,"Sep 07, 2023","""2021""",0.0,9,74502,932,75434,0.059601600000000005,0.0029824,0.062584,1758656717.5281394,,48.01216197013855,0.0,0.0,,91,Answer the following question:,What was the year when it was announced that Chrome would be completely revamped using Google's Material You design language?,1758656765.5403013
react-c14,gpt-4.1-mini,simple-qa-100,14,0,Art,,121,"""121""",1.0,3,3915,209,4124,0.0031320000000000002,0.0006688000000000001,0.0038008000000000004,1758656766.5501606,,7.502516508102417,0.3333333333333333,0.00024248302618816683,,92,Answer the following question:,How many photographs comprise Isa Genzken's Der Spiegel?,1758656774.0526772
react-c14,gpt-4.1-mini,simple-qa-100,14,0,Art,,Savage,"""Buffalo Girls/Nostalgia of Mud""",0.0,6,45451,539,45990,0.0363608,0.0017248,0.0380856,1758656775.0649776,,24.464013814926147,0.0,0.0,,93,Answer the following question:,What is the name of Vivienne Westwood's Spring/Summer 1982 collection?,1758656799.5289915
react-c14,gpt-4.1-mini,simple-qa-100,14,0,Politics,,National Liberal Party,"""National Liberal Party""",1.0,3,5868,174,6042,0.0046944000000000005,0.0005568,0.0052512,1758656800.5474632,,6.609823703765869,0.3333333333333333,0.00016550810989738498,,94,Answer the following question:,With which political party was Karl Wilhelm Rudolf von Bennigsen associated?,1758656807.157287
react-c14,gpt-4.1-mini,simple-qa-100,14,0,Art,,17 May 1909,"""17 May 1909""",1.0,3,6036,158,6194,0.0048288,0.0005056,0.0053344,1758656808.1692588,,6.58447527885437,0.3333333333333333,0.00016144656118824668,,95,Answer the following question:,"What day, month, and year was Giulio Carlo Argan born?",1758656814.753734
react-c14,gpt-4.1-mini,simple-qa-100,14,0,Science and technology,,"April 1, 1994","""April 1, 1994""",1.0,8,49990,534,50524,0.039992,0.0017088,0.041700799999999996,1758656815.788194,,22.009793281555176,0.125,1.9792573826300373e-05,,96,Answer the following question:,"On what day, month, and year did Vinton Gray Cerf publish his work ""A View from the 21st Century""?",1758656837.7979872
react-c14,gpt-4.1-mini,simple-qa-100,14,0,Sports,,Pacific Coast intercollegiate competition,"""Pacific Coast intercollegiate wrestling competition""",1.0,4,15564,282,15846,0.0124512,0.0009024000000000001,0.0133536,1758656838.8111115,,10.551202058792114,0.25,6.310740880979428e-05,,97,Answer the following question:,In which competition did Ken Kesey place second in his weight class in 1957?,1758656849.3623135
react-c14,gpt-4.1-mini,simple-qa-100,14,0,Politics,,"June 26, 1958","""26 June 1958""",1.0,3,5684,161,5845,0.0045472,0.0005152000000000001,0.005062400000000001,1758656850.3735008,,7.634185314178467,0.3333333333333333,0.00017108639863130882,,98,Answer the following question:,"On what day, month, and year did Florence Farmer, a pioneer of women in politics in Stoke-on-Trent, Staffordshire, England, die?",1758656858.0076861
react-c14,gpt-4.1-mini,simple-qa-100,14,0,Science and technology,,1928,"""Louis de Broglie became a professor of theoretical physics at the Henri Poincaré Institute around 1926.""",0.0,7,73851,628,74479,0.0590808,0.0020096,0.0610904,1758656859.0199034,,40.62776827812195,0.0,0.0,,99,Answer the following question:,What year did Louis de Broglie become a professor of theoretical physics at the Henri Poincaré Institute?,1758656899.6476717
